clause_text,risk
"10. INDEMNITIES. omitted WITHOUT AFFECTING STRICT PRODUCT LIABILITY UNDER MANDATORY APPLICABLE LAW, SECTION 10, OR THE RESPECTIVE OBLIGATIONS OF THE PARTIES UNDER THE CONFIDENTIAILITY AGREEMENT AND EXCEPT FOR BREACHES ASSOCIATED WITH THE UNAUTHORIZED USE OF INTELLECTUAL PROPERTY, IN NO EVENT SHALL EITHER PARTY BE LIABLE TO THE OTHER PARTY FOR SPECIAL, INCIDENTAL, CONSEQUENTIAL, PUNITIVE OR TORT DAMAGES, INCLUDING WITHOUT LIMITATION, ANY DAMAGES RESULTING FROM LOSS OF USE, LOSS OF DATA, LOSS OF PROFITS OR LOSS OF BUSINESS ARISING OUT OF OR IN CONNECTION WITH THE MATTERS CONTEMPLATED BY THIS AGREEMENT, WHETHER OR NOT A PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES. omitted 11.3. Liability Cap. Without affecting Section 10 or the respective obligations of the parties under the Confidentiality Agreement and except for any liability (i) relating to any breach associated with the unauthorized use of Intellectual Property, (ii) arising from the intentional breach or willful misconduct of a party, or (iii) arising from the non-compliance with any mandatory applicable law or regulation, the total aggregate liability of one party to another party for any claim relating to any breach of this Agreement (or any Purchase Order or other agreement entered into in connection with this Agreement) (a Claim) shall be limited to the aggregate amount of the purchase prices paid by Distributor to Accuray for Products pursuant to this Agreement (or any Purchase Order or other Agreement entered into in connection with this Agreement) during the twelve calendar months preceding the date of the notification to the other party of such Claim less any amounts paid or payable in respect of any other Claim of which the other party was notified during such twelve month period.",Low
"12. LIMITATION OF LIABILITY 12.1 Without prejudice to the provisions expressly stated elsewhere in this Agreement, a Party's liability for damage suffered by the other Party, attributable to the first mentioned Party or a person for whom it is liable by law, shall be limited to the following events, and the following amounts: a) for direct damage to physical goods (property damage or zaakschade) or directly resulting from death or personal injury: up to a maximum of  per event or series of connected events and up to a further maximum of  for all events (connected or not) in any period of 12 calendar months; b) for damage directly resulting from a material breach of this Agreement: up to a maximum  or  as set out in Appendix 2), whatever amount is the highest, in any period of 12 calendar months. 12.2 In no event shall either Party be liable for indirect or consequential loss or damage, including but not limited to, loss of profit, loss of sales or turnover, loss of or damage to reputation, loss of contract, loss of business, loss of anticipated savings and interest, increased operation costs, increase maintenance costs even if such loss or damage was reasonably foreseeable or if a Party had been advised by the other Party of the possibility of incurring such loss or damage. 12.3 In no event shall any employee of either Party or of an Affiliated Company be liable to the other Party for any act of negligence or intent under or in connection with this Agreement. Save for the limitations in articles 12.1 and 12.2 nothing in the foregoing shall in any way restrict the liability of either Party for the actions of its employees.",Low
"2.7 RESTRICTIONS. Corio may not copy, distribute, reproduce, use or allow access to the Software except as explicitly permitted under this Agreement, and Corio shall not, nor will it permit any third party to, modify, adapt, translate, prepare derivative works from, decompile, reverse engineer, disassemble or otherwise attempt to derive source code from the Software or any internal data files generated by the Software. 8 INDEMNIFICATION. omitted 9 LIMITATION OF LIABILITY. EXCEPT FOR LIABILITY ARISING UNDER SECTIONS 2.7, 8, 10 AND 12.3 OF THIS AGREEMENT, IN NO EVENT SHALL EITHER PARTY'S LIABILITY ARISING OUT OF OR RELATED TO THIS AGREEMENT OR THE USE OR PERFORMANCE OF THE SOFTWARE EXCEED THE TOTAL AMOUNT ACTUALLY PAID BY CORIO HEREUNDER FOR THE TRANSACTION WHICH THE LIABILITY RELATES TO DURING THE TWELVE (12) MONTHS IMMEDIATELY PRIOR TO THE CAUSE OF ACTION FIRST ARISING, EVEN IF IT IS A CONTINUOUS ONE, OR IN THE AGGREGATE, WITH RESPECT OF ALL CLAIMS ARISING OUT OF OR RELATED TO THIS AGREEMENT, THE TOTAL AMOUNT ACTUALLY PAID BY CORIO UNDER THIS AGREEMENT TO CHANGEPOINT. EXCEPT FOR LIABILITY ARISING UNDER SECTIONS 2.7, 8, 10 AND 12.3 OF THIS AGREEMENT, IN NO EVENT SHALL EITHER PARTY HAVE ANY LIABILITY TO THE OTHER PARTY FOR ANY LOST PROFITS OR COSTS OF PROCUREMENT OF SUBSTITUTE GOODS OR SERVICES, OR FOR ANY INDIRECT, INCIDENTIAL, SPECIAL OR CONSEQUENTIAL DAMAGES HOWEVER CAUSED AND UNDER ANY THEORY OF LIABILITY AND WHETHER OR NOT SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE. THE PARTIES AGREE THAT THIS SECTION 9 REPRESENTS A REASONABLE ALLOCATION OF RISK. omitted 10 CONFIDENTIALITY. omitted 12.3 LICENSE.",Low
"2.7 RESTRICTIONS. omitted 8 INDEMNIFICATION. omitted 9 LIMITATION OF LIABILITY. EXCEPT FOR LIABILITY ARISING UNDER SECTIONS 2.7, 8, 10 AND 12.3 OF THIS AGREEMENT, IN NO EVENT SHALL EITHER PARTY'S LIABILITY ARISING OUT OF OR RELATED TO THIS AGREEMENT OR THE USE OR PERFORMANCE OF THE SOFTWARE EXCEED THE TOTAL AMOUNT ACTUALLY PAID BY CORIO HEREUNDER FOR THE TRANSACTION WHICH THE LIABILITY RELATES TO DURING THE TWELVE (12) MONTHS IMMEDIATELY PRIOR TO THE CAUSE OF ACTION FIRST ARISING, EVEN IF IT IS A CONTINUOUS ONE, OR IN THE AGGREGATE, WITH RESPECT OF ALL CLAIMS ARISING OUT OF OR RELATED TO THIS AGREEMENT, THE TOTAL AMOUNT ACTUALLY PAID BY CORIO UNDER THIS AGREEMENT TO CHANGEPOINT. EXCEPT FOR LIABILITY ARISING UNDER SECTIONS 2.7, 8, 10 AND 12.3 OF THIS AGREEMENT, IN NO EVENT SHALL EITHER PARTY HAVE ANY LIABILITY TO THE OTHER PARTY FOR ANY LOST PROFITS OR COSTS OF PROCUREMENT OF SUBSTITUTE GOODS OR SERVICES, OR FOR ANY INDIRECT, INCIDENTIAL, SPECIAL OR CONSEQUENTIAL DAMAGES HOWEVER CAUSED AND UNDER ANY THEORY OF LIABILITY AND WHETHER OR NOT SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE. THE PARTIES AGREE THAT THIS SECTION 9 REPRESENTS A REASONABLE ALLOCATION OF RISK. omitted 10 CONFIDENTIALITY. omitted 12.3 LICENSE.",Low
"8 INDEMNIFICATION. 8.1 By Commerce One. Commerce One shall indemnify, defend and hold harmless Corio and its Customers from any and all damages, liabilities, costs and expenses (including reasonable attorneys' fees) incurred by Corio or its Customers arising out of any claim that the Software infringes any patent, copyright, trademark or trade right secret of a third party; omitted 9 LIMITATION OF LIABILITY. EXCEPT FOR LIABILITY ARISING UNDER SECTION 8 OF THIS AGREEMENT, IN NO EVENT SHALL EITHER PARTY'S LIABILITY ARISING OUT OF THIS AGREEMENT OR THE USE OR PERFORMANCE OF THE SOFTWARE EXCEED THE TOTAL AMOUNT ACTUALLY PAID BY CORIO HEREUNDER FOR THE TRANSACTION WHICH THE LIABILITY RELATES TO DURING THE TWELVE (12) MONTHS IMMEDIATELY PRIOR TO THE FILING OF THE CAUSE OF ACTION TO WHICH THE LIABILITY RELATES. EXCEPT FOR LIABILITY ARISING UNDER SECTION 8 OF THIS AGREEMENT, IN NO EVENT SHALL EITHER PARTY HAVE ANY LIABILITY TO THE OTHER PARTY FOR ANY LOST PROFITS OR COSTS OF PROCUREMENT OF SUBSTITUTE GOODS OR SERVICES, OR FOR ANY INDIRECT, SPECIAL OR CONSEQUENTIAL DAMAGES HOWEVER CAUSED AND UNDER ANY THEORY OF LIABILITY AND WHETHER OR NOT SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE. THE PARTIES AGREE THAT THIS SECTION 9 REPRESENTS A REASONABLE ALLOCATION OF RISK.",Low
"9. REPRESENTATIONS, WARRANTIES AND INDEMNIFICATION. omitted 10. LIMITATION OF LIABILITY. EXCEPT FOR CLAIMS UNDER SECTION 9 HEREOF, THE LIABILITY OF A PARTY TO THE OTHER FOR DIRECT DAMAGES SHALL NOT EXCEED FIFTEEN MILLION DOLLARS. EXCLUSIVE OF ANY CLAIMS BY THIRD PARTIES FOR INJURY OR DAMAGES TO PERSONS OR TANGIBLE PROPERTY DIRECTLY CAUSED BY ANY PRODUCT, NEITHER PARTY'S LIABILITY WITH REGARD TO THIS AGREEMENT OR THE ADVERTISING MATERIALS, IF ANY, WILL INCLUDE CONSEQUENTIAL, INCIDENTAL, SPECIAL OR OTHER INDIRECT DAMAGES, SUCH AS LOST PROFITS, EVEN IFTHE OTHER PARTY HAS KNOWLEDGE OF THE LIKELIHOOD OF SUCH DAMAGES.",Low
"10.03. Calm hereby agrees to indemnify and hold harmless XSPA and its affiliates and their respective directors, officers, employees and agents from and against any and all claims, suits, alleged regulatory violations, losses, damages and costs (including reasonable attorneys' fees) arising out of or relating to (i) any product liability or personal injury claims with respect to any Products or Product Collateral or any alleged defects in any Products or Product Collateral; (ii) any alleged action or failure to take action by Calm's employees; (iii) the use of Calm's Marks by XSPA as authorized by this Agreement; and (iv) any breach of any covenant or agreement of Calm contained in this Agreement. 10.06. EXCEPT WITH RESPECT TO EACH PARTY'S INDEMNIFICATION OBLIGATIONS UNDER THIS AGREEMENT, (A) UNDER NO CIRCUMSTANCE AND UNDER NO LEGAL THEORY (TORT, CONTRACT, OR OTHERWISE), SHALL EITHER PARTY BE LIABLE TO THE OTHER PARTY FOR ANY LOST PROFITS, LOSS OF OPPORTUNITY OR OTHER SPECIAL, PUNITIVE, INDIRECT, OR CONSEQUENTIAL DAMAGES SUFFERED BY THE OTHER PARTY ARISING IN CONNECTION WITH THIS AGREEMENT; AND (B) THE MAXIMUM LIABILITY OF EACH PARTY IN ANY WAY RELATED TO THIS AGREEMENT SHALL NOT EXCEED $2,000,000.00 (EXCLUDING ANY AMOUNTS DUE AND PAYABLE PURSUANT TO SECTION 8 HEREUNDER).",High
"10. Indemnification; Limitations of Liability. 10.1 Indemnification of Customer. (a) Subject to the provisions of this Section 10 and, for clarity, without limiting anything in the Separation Agreement or any other Ancillary Agreements, Manufacturer shall indemnify, defend and hold harmless Customer, its Affiliates and its and their respective directors, officers, managers, members, employees and agents, and each of the heirs, executors, successors and assigns of any of the foregoing (each, a Customer Indemnified Party) from and against any and all Losses of such Customer Indemnified Parties to the extent relating to, arising out of or resulting from any Action of a Third Party arising out of or resulting from any of the following items (without duplication): (i) any breach by Manufacturer or its Personnel of this Agreement or any Facility Addendum; (ii) any injury or death of any Person due to any breach by Manufacturer or its Personnel of this Agreement or any Facility Addendum; (iii) the infringement or misappropriation of a Third Party's Intellectual Property by the use or practice by Manufacturer or its Affiliate of any Product manufacturing process that has been changed (including as to the facility in which such manufacturing process takes place) on or following the Effective Date without the written approval of Customer to make such change; (iv) Manufacturer's supply of Non-Complying Product under this Agreement; or (v) the gross negligence, fraud or willful misconduct of Manufacturer or its Personnel in connection with the performance or non-performance of this Agreement. (b) Notwithstanding the foregoing, Manufacturer shall not be liable for Losses described in Section 10.1(a) to the extent such Losses are: (i) caused by the gross negligence, fraud or willful misconduct of a Customer Indemnified Party in connection with the performance or non-performance of this Agreement; (ii) caused by the breach of any of the terms of this Agreement or a Facility Addendum by a Customer Indemnified Party, including in connection with the performance or non-performance of this Agreement or (iii) subject to Customer's indemnification obligations pursuant to Section 10.2. 10.2 Indemnification of Manufacturer. (a) Subject to the provisions of this Section 10 and, for clarity, without limiting anything in the Separation Agreement or any Ancillary Agreements, Customer shall indemnify, defend and hold harmless Manufacturer, its Affiliates and its and their respective directors, officers, managers, members, employees and agents, and each of the heirs, executors, successors and assigns of any of the foregoing (each, a Manufacturer Indemnified Party) from and against any and all Losses of such Manufacturer Indemnified Parties to the extent relating to, arising out of or resulting from any Action of a Third Party arising out of or resulting from any of the following items (without duplication): (i) any breach by Customer or its Personnel of this Agreement or any Facility Addendum; (ii) the gross negligence, fraud or willful misconduct of Customer or its Personnel in connection with the performance or non-performance of this Agreement; (iii) the infringement or misappropriation of a Third Party's Intellectual Property by the use or practice by Manufacturer or its Affiliate in performance of this Agreement of any Product manufacturing process that has been changed with the written approval of Customer to make such change; (iv) Customer's supply of Non-Complying Customer-Supplied Materials or Non-Complying Buy- Sell Materials under this Agreement; or (v) the use, sale, offer for sale, import or other commercialization of any Product (including any injury or death of any Person due to any of the foregoing in this clause (v)). (b) Notwithstanding the foregoing, Customer shall not be liable for Losses described in Section 10.2(a) to the extent such Losses are: (i) caused by the gross negligence, fraud or willful misconduct of a Manufacturer Indemnified Party in connection with the performance or non-performance of this Agreement; (ii) caused by the breach of any of the terms of this Agreement or any Facility Addendum by a Manufacturer Indemnified Party or (iii) are subject to Manufacturer's indemnification obligation pursuant to Section 10.1. Furthermore, Customer shall not be liable for Losses pursuant to Section 10.2(a)(iii) above to the extent such infringement or misappropriation is caused by Manufacturer's unauthorized use or unauthorized modification of any Customer Property, Customer- Owned Improvements and Developments, Buy-Sell Materials or Customer-Supplied Materials. omitted 10.4 Limitations on Liability. (a) Except in the event of (i) Third Party Claims subject to a Party's indemnification obligations pursuant to Section 10.1, (ii) Third Party Claims subject to a Party's indemnification obligations pursuant to Section 10.2, (iii) the gross negligence, fraud or willful misconduct of a Party or its Personnel, (iv) a Party's willful breach of this Agreement, (v) a breach of Section 13 or (vi) customer liabilities pursuant to, and subject to the limitations set forth in, Section 2.5(e), neither Party's aggregate liability to the other Party (or its Personnel that are indemnitees under Section 10.1 or Section 10.2, as applicable) under this Agreement for the initial twelve (12) month period immediately following the Effective Date, and for any twelve (12) month period thereafter during the Term, shall exceed, on a cumulative basis, the amount that is one and one half (112) times the aggregate amounts paid or payable pursuant to this Agreement in the preceding twelve (12) month period preceding the loss date by Customer to Manufacturer but solely with respect to the supply hereunder of Product (or Products) for which such corresponding liability arose (the Affected Products) and not any other Products (or if, as of the time the liability arises, this Agreement has not been in effect for twelve (12) months, then the amounts paid or payable by Customer to Manufacturer hereunder during the period from the Effective Date until such time the liability arises, shall be annualized to a full twelve (12) months but solely with respect to the supply hereunder of the Affected Product(s) and not any other Products). (b) NOTWITHSTANDING ANY OTHER PROVISION OF THIS AGREEMENT TO THE CONTRARY, EXCEPT FOR DAMAGES OR CLAIMS ARISING OUT OF (I) A BREACH OF SECTION 13 OF THIS AGREEMENT, (II) CUSTOMER LIABILITIES PURSUANT TO, AND SUBJECT TO THE LIMITATIONS SET FORTH IN, SECTION 2.5(E), (III) A PARTY'S OR ITS PERSONNEL'S GROSS NEGLIGENCE, FRAUD OR WILLFUL MISCONDUCT, (IV) A PARTY'S WILLFUL BREACH OF THIS AGREEMENT, OR (V) A PARTY'S INDEMNIFICATION OBLIGATION WITH RESPECT TO THIRD PARTY CLAIMS UNDER SECTION 10.1 OR SECTION 10.2, IN NO EVENT SHALL EITHER PARTY BE LIABLE TO THE OTHER PARTY OR ANY INDEMNIFIED PARTY HEREUNDER FOR ANY CONSEQUENTIAL DAMAGES, SPECIAL DAMAGES, INCIDENTAL OR INDIRECT DAMAGES, LOSS OF REVENUE OR PROFITS, DIMINUTION IN VALUE, DAMAGES BASED ON MULTIPLE OF REVENUE OR EARNINGS OR OTHER PERFORMANCE METRIC, LOSS OF BUSINESS REPUTATION, PUNITIVE AND EXEMPLARY DAMAGES OR ANY SIMILAR DAMAGES ARISING OR RESULTING FROM OR RELATING TO THIS AGREEMENT, WHETHER SUCH ACTION IS BASED ON WARRANTY, CONTRACT, TORT (INCLUDING NEGLIGENCE OR STRICT LIABILITY) OR OTHERWISE.",High
"ARTICLE XII INDEMNIFICATION; LIMITS ON LIABILITY 12.1 Scope of Indemnification. 12.1.1 Janssen shall indemnify and hold harmless Company, its Affiliates and its and their respective directors, officers, employees, and agents (collectively, the Company Indemnified Parties), from, against, and in respect of any and all liabilities, costs, fines, penalties, orders of any Governmental Authorities, Taxes, expenses, or amounts paid as damages or in settlement (in each case, including reasonable attorneys' and experts fees and expenses), involving an Action asserted by a Third Party (collectively, Losses), incurred or suffered by the Company Indemnified Parties or any of them and arising out of or resulting from: (a) any breach by Janssen or any of the other Janssen Indemnified Parties of any representation, warranty or covenant under this Agreement; (b) the negligence or willful misconduct of Janssen or any of the other Janssen Indemnified Parties in connection with Janssen's performance under this Agreement; (c) any claim of death or bodily injury resulting from the use of the Product sold in the Territory; or (d) any recall, withdrawal, product return or suspension of product promotion under Section 3.6, 3.7 or 8.3. except, in each case ((a), (b) (c), and (d)), to the extent caused by the negligence or willful misconduct of Company or any of the other Company Indemnified Parties or the breach by Company of any of its representations, warranties or covenants set forth herein. 12.1.2 Company shall indemnify and hold harmless Janssen, its Affiliates, and its and their respective directors, officers, employees, and agents (collectively, the Janssen Indemnified Parties), from, against and in respect of any and all Losses incurred or suffered by the Janssen Indemnified Parties or any of them and arising out of or resulting from: (a) any breach by Company or any of the other Company Indemnified Parties of any representation, warranty or covenant under this Agreement; or (b) the negligence or willful misconduct of Company or any of the other Company Indemnified Parties in connection with Company's performance under this Agreement; except in each case ((a) and (b)), to the extent caused by the negligence or willful misconduct of Janssen or any of the other Janssen Indemnified Parties or the breach by Janssen of any of its representations, warranties or covenants set forth herein. 12.3 Limitations on Liability. SUBJECT TO AND WITHOUT LIMITING THE INDEMNIFICATION OBLIGATIONS OF EACH PARTY WITH RESPECT TO THIRD PARTY ACTIONS UNDER SECTIONS 12.1 AND 12.2, AND EXCEPT WITH RESPECT TO LIABILITY ARISING FROM BREACH OF SECTION 9.1 (Confidentiality) BY A PARTY, NO PARTY OR ANY OF ITS AFFILIATES WILL BE LIABLE TO THE OTHER PARTY OR ITS AFFILIATES UNDER ANY CONTRACT, WARRANTY, NEGLIGENCE, TORT, STRICT LIABILITY OR OTHER LEGAL OR EQUITABLE THEORY FOR ANY SPECIAL, INDIRECT, INCIDENTAL, PUNITIVE, MULTIPLIED OR CONSEQUENTIAL DAMAGES, OR OTHER DAMAGES FOR LOSS OF PROFIT, SALES OR FEES, ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT OR ITS SUBJECT MATTER. FURTHER, SUBJECT TO AND WITHOUT LIMITING THE INDEMNIFICATION OBLIGATIONS OF EACH PARTY WITH RESPECT TO THIRD PARTY ACTIONS UNDER SECTIONS 12.1 AND 12.2, AND EXCEPT WITH RESPECT TO LIABILITY ARISING FROM BREACH OF SECTION 9.1 BY A PARTY OR ARISING FROM THE GROSS NEGLIGENCE OR WILLFUL MISCONDUCT OF A PARTY, EACH PARTY'S AGGREGATE LIABILITY TO THE OTHER PARTY FOR ALL CASES AND CONTROVERSIES ARISING OUT OF THE SUBJECT MATTER OF THIS AGREEMENT, REGARDLESS OF THE CAUSE OF ACTION AND WHETHER BROUGHT IN CONTRACT, TORT (INCLUDING NEGLIGENCE), STRICT LIABILITY OR OTHERWISE, WILL BE LIMITED TO $. THE AMOUNT OF SERVICE FEES AND MILESTONE PAYMENTS PAID OR DUE TO COMPANY UNDER THIS AGREEMENT WILL NOT BE INCLUDED IN THE CALCULATION OF SUCH AGGREGATE LIABILITY AMOUNT.",High
"5 Confidential Information. omitted 7 Indemnification and Insurance. 7.1 Each Party will defend and hold harmless the other Party and its subsidiaries, affiliates, officers, directors, employees, attorneys, insurers, shareholders, representatives and agents from and against any and all liabilities, losses, damages, claims, actions, proceedings, suits, costs or expenses, including reasonable attorney fees for counsel retained by the indemnified Party, brought by a Third Party, arising out of or in connection with: 7.1.1 any negligent or intentional act or omission of the indemnifying Party, its agents or employees; 7.1.2 any breach in or default by the indemnifying Party of its obligations under this Agreement; 7.1.3 any other loss, damage or injury caused by or arising out of the indemnifying Party's or its agents' or employees' on-site visits to the indemnified Party's premises; or any claims relating directly to trademark, patent or copyright infringement arising out of a Party's use of the other Party's (or its licensors') trademarks, patents or copyrights as permitted hereunder. 7.1.4 For purposes of this Section 7.1, Third Party means any individual, corporation, partnership, trust, cooperative, or other business organization or entity, and any other recognized organization, other than the Parties or their affiliates. 7.2 Except for a Party's gross negligence or intentional acts or omissions and its obligations of indemnity under this Agreement, under no circumstances will either Party be liable to the other Party for . 7.3 Supplier agrees to indemnify and hold PNC harmless from any and all employment-related claims, payments, entitlements, taxes, interest and penalties assessed against or obtained from PNC by any individual or authority as a consequence of or related to the performance by any agent or employee of Supplier. omitted 9 Limitation of Liability. 9.1 The maximum liability of one Party to the other Party and its affiliates in relation to this Agreement will be  (Liability Cap), provided however that: 9.1.1 The Liability Cap will not apply to any (1) material confidentiality breach under Section 5, and/or (2) indemnification obligations under Section 7.1. 9.1.2 The Liability Cap will not apply to intentional misconduct and/or gross negligence. 9.2 For the purpose of this Section, liability means liability for any and all claims, causes of action, judgments, costs and expenses (including but not limited to reasonable attorney fees and expenses), reimbursements, losses, and any and all other liabilities and damages of any kind, whether in contract, tort (including negligence), equity, statute or otherwise arising out of, in relation to or as a result of this Agreement.",Medium
"13. Indemnification 13.1 Todos's Duty to Indemnify. Todos shall defend against any claim or lawsuit by a third party (a Claim) against Reseller to the extent such Claim alleges that the Products infringe any patent, copyright, or trademark or misappropriate a trade secret of a third party, and will indemnify Reseller against all costs, damages, losses, liabilities and expenses (including reasonable attorneys' fees and costs) (Damages) awarded against Reseller by a court of competent jurisdiction, or agreed to in a written settlement agreement signed by Todos, arising out of such Claim. Todos shall have no indemnification obligation or other liability for any Claim of infringement arising from (a) use of the Products other than in accordance with this Agreement; (b) modification of the Products or the combination of the Products with any other products, services, or materials if the Products would not be infringing without such modification or combination; or (c) any third party products, services, or materials. If Reseller's use of the Products under the terms of this Agreement is enjoined or Todos determines that such use may be enjoined, then Todos may, at its sole option and expense, either (i) procure for Reseller a license to continue using the Products in accordance with the terms of this Agreement; (ii) replace or modify the allegedly infringing Products to avoid the infringement; or (iii) terminate this Agreement. 13.2 Reseller's Duty to Indemnify. Reseller agrees to defend any Claim against Todos (i) that the Reseller's actions infringe any third party patent, or copyright, or any other proprietary right; or (ii) arising out of any act or omission by Reseller relating to the Products. Reseller will indemnify Todos (and its directors, employees and agents) against all Damages awarded against Todos or agreed to in a written settlement agreement signed by Reseller arising out of such Claim. 13.3 General Indemnity. Each party shall defend and indemnify the other party and its employees, officers, directors and agents against all Damages for Claims for bodily injury, death, or damage to real property or tangible physical equipment, proximately caused by the indemnifying Party in the course of performing this Agreement. 13.4 Conditions to Indemnification. The obligations set forth in this Section 13 shall apply only if (i) the indemnified Party promptly notifies the indemnifying Party in writing of a claim upon learning of or receiving the same; (ii) the indemnified Party provides the indemnifying Party with reasonable assistance requested by the indemnifying Party, at the indemnifying Party's expense, for the defense and settlement, if applicable, of any claim; and (iii) the indemnified Party provides the indemnifying Party with the exclusive right to control and the authority to settle any claim. 13.5 Sole and Exclusive Remedies. THE RIGHTS AND OBLIGATIONS IN THIS SECTION 13 ARE THE INDEMNIFYING PARTY'S SOLE AND EXCLUSIVE OBLIGATIONS, AND THE INDEMNIFIED PARTY'S SOLE AND EXCLUSIVE REMEDIES, WITH RESPECT TO ANY SUCH CLAIMS. 12. Limitation of Liability 12.1 IN NO EVENT SHALL EITHER PARTY BE LIABLE TO THE OTHER PARTY FOR ANY INCIDENTAL, CONSEQUENTIAL, INDIRECT, SPECIAL, OR PUNITIVE DAMAGES (INCLUDING, BUT NOT LIMITED TO, LOST PROFITS, BUSINESS INTERRUPTION, LOSS OF BUSINESS INFORMATION OR OTHER PECUNIARY LOSS) REGARDLESS OF WHETHER SUCH LIABILITY IS BASED ON BREACH OF CONTRACT, TORT (INCLUDING NEGLIGENCE), STRICT LIABILITY, BREACH OF WARRANTIES, FAILURE OF ESSENTIAL PURPOSE OR OTHERWISE AND EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGES. 12.2 Except with regard to a breach of confidentiality, a party's indemnification obligations hereunder, or infringement of intellectual property rights, either party's total liability to the other party under this Agreement shall be limited to the amounts paid or payable by the Reseller to Todos during the twelve-month period preceding the interposition of the claim.",High
"15. Infringement. WGT will defend and indemnify Distributor against any judicial proceeding based upon infringement of any U.S. patent or US. copyright by the Product to the extent that such proceeding arises from or in connection with a component of the Product manufactured or developed by WGT and not any third party, provided that Distributor notifies WGT of such proceeding promptly after Distributor receives notice thereof, WGT has control over the defense and settlement of the proceeding, Distributor provides such assistance in the defense and settlement of the proceeding as WGT may reasonably request, and Distributor complies with any settlement or court order made in connection with such proceeding (e.g., as to the future use of any infringing Product). WGT's obligations under this paragraph will not apply to any infringement to the extent arising out of any use or combination of the Product with any other products, goods, services or other items furnished by Distributor or anyone other than WGT or to any modification or change of the Product not made by WGT. 18. Limitations of Liability. EXCEPT AS PROVIDED IN PARAGRAPH 15, WGT'S LIABILITY(WHETHER IN CONTRACT, WARRANTY, TORT (INCLUDING NEGLIGENCE WHETHER ACTIVE, PASSIVE, IMPUTED), PRODUCT LIABILITY, STRICT LIABILITY OR OTHER THEORY) UNDER THIS AGREEMENT OR WITH REGARD TO ANY PRODUCT OR OTHER ITEMS FURNISHED UNDER THIS AGREEMENT WILL IN NO EVENT EXCEED THE COMPENSATION PAID TO WGT CONCERNING SUCH PRODUCT UNDER THIS AGREEMENT.",High
"10. INDEMNITY. omitted 11. LIABILITY LIMITS. NEITHER PARTY SHALL BE LIABLE FOR LOST PROFITS OR SPECIAL, INCIDENTAL OR CONSEQUENTIAL DAMAGES (HOWEVER ARISING, INCLUDING NEGLIGENCE) ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT, EVEN IF THE PARTIES ARE AWARE OF THE POSSIBILITY OF SUCH DAMAGES. EXCEPT IN THE EVENT OF A CLAIM UNDER SECTION 10 OR FAILURE TO PAY UNDER SECTION 6, IN NO EVENT SHALL EITHER PARTY BE LIABLE TO THE OTHER PARTY IN AN AMOUNT GREATER THAN THE AMOUNT BOXLOT ACTUALLY PAYS TO THEGLOBE HEREUNDER.",High
"15. CONFIDENTIALITY AND USER DATA omitted 16. WARRANTY/INDEMNITY/DISCLAIMER OF WARRANTIES omitted 17. LIMITATION OF LIABILITY EXCEPT UNDER SECTIONS 15 AND 16, IN NO EVENT WILL EITHER PARTY BE LIABLE TO THE OTHER FOR ANY SPECIAL, INCIDENTAL OR CONSEQUENTIAL DAMAGES, WHETHER BASED ON BREACH OF CONTRACT, TORT (INCLUDING NEGLIGENCE) OR OTHERWISE, WHETHER OR NOT THAT PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE. THE LIABILITY OF EITHER PARTY FOR DAMAGES OR ALLEGED DAMAGES HEREUNDER (EXCEPT UNDER SECTIONS 15 AND 16), WHETHER IN CONTRACT, TORT OR ANY OTHER LEGAL THEORY, IS LIMITED TO, AND WILL NOT EXCEED, THE AMOUNTS TO BE PAID BY CLIENT TO INTUIT HEREUNDER.",High
"16.3 Airspan Parties, taken as a whole, shall be liable for physical damage to Distributor's property resulting from Airspan's negligence under or in connection with this Agreement up to a maximum aggregate amount of one million US Dollars (US$1,000,000). And Distributor, taken as a whole, shall be liable for physical damage to Airspan's property resulting from Distributor's negligence under or in connection with this Agreement up to a maximum aggregate amount of one million US Dollars (US$1,000,000). 16.4 Nothing in this Agreement shall exclude or in any way limit Airspan liability for death or personal injury caused by its negligence.",Low
