clause_text,rating
"8. Indemnification and Insurance. 8.1 Indemnification by Anixa. Anixa will indemnify, defend and hold harmless OntoChem, its Affiliates and their respective Representatives from and against any liability, demand, damage, cost or expense (including reasonable attorney's fees) arising from any third-party claim, action or proceeding arising from (a) Anixa's breach of this Agreement or (b) Anixa's negligence or willful misconduct in connection with this Agreement, except with respect to any matter for which OntoChem is obligated to provide indemnification under Section 8.2. 8.2 Indemnification by OntoChem. OntoChem will indemnify, defend and hold harmless Anixa, its Affiliates and their respective Representatives from and against any liability, demand, damage, cost or expense (including reasonable attorney's fees) arising from any third-party claim, action or proceeding arising from (a) OntoChem's breach of this Agreement or (b) OntoChem's negligence or willful misconduct in connection with this Agreement, except with respect to any matter for which Anixa is obligated to provide indemnification under Section 8.1. Financial reimbursements claimed according to such indemnification shall not exceed payments received by OntoChem under this contract. omitted Except with respect to any matter for which Anixa is obligated to provide indemnification under Section 8.1. Financial reimbursements claimed according to such indemnification shall not exceed payments received by OntoChem under this contract.",4.7
"11.6 No Consequential Damages. EXCEPT TO THE EXTENT ARISING (A) FROM A PARTY'S BREACH OF ARTICLE 10 (CONFIDENTIALITY), (B)  (E) FROM A PARTY'S FRAUD, GROSS NEGLIGENCE OR WILLFUL MISCONDUCT OR (F) IN CONNECTION WITH A PARTY'S INDEMNIFICATION OBLIGATIONS UNDER ARTICLE 12 (INDEMNIFICATION; INSURANCE), IN NO EVENT WILL EITHER PARTY BE LIABLE TO THE OTHER PARTY FOR ANY LOST PROFITS, INDIRECT, SPECIAL, INCIDENTAL, EXEMPLARY OR CONSEQUENTIAL DAMAGES OF ANY KIND ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT, HOWEVER CAUSED AND ON ANY THEORY OF LIABILITY (WHETHER IN CONTRACT, TORT (INCLUDING NEGLIGENCE), STRICT LIABILITY OR OTHERWISE). THE LIMITATIONS SET FORTH IN THIS SECTION WILL APPLY EVEN IF A PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES, AND NOTWITHSTANDING ANY FAILURE OF ESSENTIAL PURPOSE OF ANY LIMITED REMEDY. 11.7 Liability Limit. TO THE GREATEST EXTENT PERMITTED UNDER APPLICABLE LAW, IN NO EVENT WILL A PARTY'S AGGREGATE LIABILITY (ABOVE AMOUNTS ACTUALLY PAID OR REIMBURSED BY SUCH PARTY'S INSURER (TO THE EXTENT NOT SELF-INSURED)) FOR A CLAIM ARISING OUT OF OR RELATED TO THIS AGREEMENT UNDER ANY LEGAL OR EQUITABLE THEORY, INCLUDING BREACH OF CONTRACT, TORT (INCLUDING NEGLIGENCE), STRICT LIABILITY, AND OTHERWISE EXCEED , EXCEPT THAT (A) SUCH LIMITATION SHALL NOT APPLY TO (I) A PARTY'S BREACH OF ARTICLE 10 (CONFIDENTIALITY), , (V) A PARTY'S FRAUD, GROSS NEGLIGENCE OR WILLFUL MISCONDUCT OR (VI) A PARTY'S INDEMNIFICATION OBLIGATIONS UNDER ARTICLE 12 (INDEMNIFICATION; INSURANCE) AND (B) SUCH LIMITATION ON LIABILITY SHALL NOT INCLUDE ANY AMOUNTS ACCRUED AND ACTUALLY OWED PURSUANT TO THE TERMS OF THIS AGREEMENT. omitted 12.1 Indemnification by BLI. BLI will indemnify, defend and hold Ginkgo and its Affiliates, and its and their officers, directors, employees, licensees, sublicensees, Permitted Subcontractors and agents (each, a Ginkgo Indemnitee) harmless from and against any and all suits, claims, proceedings and causes of action brought by a Third Party (collectively, Claims) and all associated damages, liabilities, expenses and losses, including reasonable legal expenses and reasonable attorneys' fees (collectively, Losses), to the extent caused by or arising as a result of (a) the breach by BLI of this Agreement or material inaccuracy in any representation or warranty made by BLI under this Agreement, (b) the negligence, gross negligence, fraud or willful misconduct by a BLI Indemnitee in connection with this Agreement, (c) , and (d) any Claims by BLI's employees, Permitted Subcontractors or agents for worker's compensation or other liability coverage, insurance, benefits, and other employee-related claims, in each case of clauses (a)-(d) of this Section 12.1 (Indemnification by BLI), except to the extent Ginkgo has an obligation to indemnify an BLI Indemnitee in connection with such Claims and Losses pursuant to Section 12.2 (Indemnification by Ginkgo). 12.2 Indemnification by Ginkgo. Ginkgo will indemnify, defend and hold BLI and its Affiliates, and its and their officers, directors, employees, Permitted Subcontractors and agents (each, an BLI Indemnitee) harmless from and against any and all Claims and Losses, to the extent caused by or arising as a result of (a) the breach by Ginkgo of this Agreement or material inaccuracy in any representation or warranty made by Ginkgo under this Agreement, (b) the negligence, gross negligence, fraud or willful misconduct by a Ginkgo Indemnitee in connection with this Agreement, (c)  and (d) any Claims by Ginkgo's employees, Permitted Subcontractors or agents for worker's compensation or other liability coverage, insurance, benefits, and other employee-related claims, and (e) the development, manufacture, use, handling, storage, importation, distribution, sale or other commercialization of Ginkgo Inventions by Ginkgo or its Affiliates, agents, licensees, sublicensees or customers, in each case of clauses (a)-(e) of this Section 12.2 (Indemnification by Ginkgo) except to the extent BLI has an obligation to indemnify a Ginkgo Indemnitee in connection with such Claims and Losses pursuant to Section 12.1 (Indemnification by BLI).",4.3
"INDEMNIFICATION 11.1 By Magenta. Magenta agrees to indemnify, defend and hold harmless Bachem, its Affiliates, directors, officers, employees and agents from and against damages finally awarded or finally paid in settlement of any and all losses (including attorneys' fees and expenses), whether arising as a result of third party claims or a claim between the Parties (Losses) arising out of or in connection with (i) the use or sale of the Product (ii) Magenta's labeling or improper handling and storage of Product, or (iii) any gross negligence, willful misconduct or misrepresentation by Magenta or material breach by Magenta of this Agreement, except to the extent that such Losses are attributable to the gross negligence or willful misconduct of or breach of this Agreement by Bachem. 11.2 By Bachem. Bachem shall indemnify, defend and hold harmless Magenta, its Affiliates, directors, officers, employees and agents from and against Losses arising out of or in connection with: (i) any Product that does not meet the Specifications, (ii) Bachem's labeling or improper manufacturing, handling, use or storage of a Product, (iii) any gross negligence, willful misconduct or misrepresentation by Bachem or material breach by Bachem of this Agreement, or (iv) any Latent Defects in a Product, except to the extent that such Losses are attributable to the gross negligence or willful misconduct of or breach of this Agreement by Magenta. 11.3 Limitation of Liability. NEITHER PARTY SHALL BE LIABLE, WHETHER BASED ON CONTRACT LAW, TORTS OR ANY OTHER AREA OF LAW, FOR ANY INDIRECT, INCIDENTAL, SPECIAL OR CONSEQUENTIAL DAMAGES ARISING OUT OF OR IN ANY WAY RELATED TO THIS AGREEMENT OR ITS PERFORMANCE AND THE MAXIMUM TOTAL LIABILITY OF EITHER PARTY WHETHER BASED ON CONTRACT LAW, TORTS OR ANY OTHER AREA OF LAW SHALL BE LIMITED TO THE AMOUNT . NOTWITHSTANDING THE FOREGOING, THESE LIMITATIONS SHALL NOT APPLY TO DAMAGES ARISING FROM A PARTY'S (I) INDEMNIFICATION OBLIGATIONS UNDER SECTION 11.1 OR SECTION 11.2 HEREOF, (II) GROSS NEGLIGENCE OR WILFUL MISCONDUCT, (III) BREACH OF ITS OBLIGATIONS UNDER SECTION 9 OR (IV) INFRINGEMENT OR MISAPPROPRIATION OF THE OTHER PARTY'S INTELLECTUAL PROPERTY.",5.0
"10. Indemnification; Limitations of Liability. 10.1 Indemnification of Customer. (a) Subject to the provisions of this Section 10 and, for clarity, without limiting anything in the Separation Agreement or any other Ancillary Agreements, Manufacturer shall indemnify, defend and hold harmless Customer, its Affiliates and its and their respective directors, officers, managers, members, employees and agents, and each of the heirs, executors, successors and assigns of any of the foregoing (each, a Customer Indemnified Party) from and against any and all Losses of such Customer Indemnified Parties to the extent relating to, arising out of or resulting from any Action of a Third Party arising out of or resulting from any of the following items (without duplication): (i) any breach by Manufacturer or its Personnel of this Agreement or any Facility Addendum; (ii) any injury or death of any Person due to any breach by Manufacturer or its Personnel of this Agreement or any Facility Addendum; (iii) the infringement or misappropriation of a Third Party's Intellectual Property by the use or practice by Manufacturer or its Affiliate of any Product manufacturing process that has been changed (including as to the facility in which such manufacturing process takes place) on or following the Effective Date without the written approval of Customer to make such change; (iv) Manufacturer's supply of Non-Complying Product under this Agreement; or (v) the gross negligence, fraud or willful misconduct of Manufacturer or its Personnel in connection with the performance or non-performance of this Agreement. (b) Notwithstanding the foregoing, Manufacturer shall not be liable for Losses described in Section 10.1(a) to the extent such Losses are: (i) caused by the gross negligence, fraud or willful misconduct of a Customer Indemnified Party in connection with the performance or non-performance of this Agreement; (ii) caused by the breach of any of the terms of this Agreement or a Facility Addendum by a Customer Indemnified Party, including in connection with the performance or non-performance of this Agreement or (iii) subject to Customer's indemnification obligations pursuant to Section 10.2. 10.2 Indemnification of Manufacturer. (a) Subject to the provisions of this Section 10 and, for clarity, without limiting anything in the Separation Agreement or any Ancillary Agreements, Customer shall indemnify, defend and hold harmless Manufacturer, its Affiliates and its and their respective directors, officers, managers, members, employees and agents, and each of the heirs, executors, successors and assigns of any of the foregoing (each, a Manufacturer Indemnified Party) from and against any and all Losses of such Manufacturer Indemnified Parties to the extent relating to, arising out of or resulting from any Action of a Third Party arising out of or resulting from any of the following items (without duplication): (i) any breach by Customer or its Personnel of this Agreement or any Facility Addendum; (ii) the gross negligence, fraud or willful misconduct of Customer or its Personnel in connection with the performance or non-performance of this Agreement; (iii) the infringement or misappropriation of a Third Party's Intellectual Property by the use or practice by Manufacturer or its Affiliate in performance of this Agreement of any Product manufacturing process that has been changed with the written approval of Customer to make such change; (iv) Customer's supply of Non-Complying Customer-Supplied Materials or Non-Complying Buy- Sell Materials under this Agreement; or (v) the use, sale, offer for sale, import or other commercialization of any Product (including any injury or death of any Person due to any of the foregoing in this clause (v)). (b) Notwithstanding the foregoing, Customer shall not be liable for Losses described in Section 10.2(a) to the extent such Losses are: (i) caused by the gross negligence, fraud or willful misconduct of a Manufacturer Indemnified Party in connection with the performance or non-performance of this Agreement; (ii) caused by the breach of any of the terms of this Agreement or any Facility Addendum by a Manufacturer Indemnified Party or (iii) are subject to Manufacturer's indemnification obligation pursuant to Section 10.1. Furthermore, Customer shall not be liable for Losses pursuant to Section 10.2(a)(iii) above to the extent such infringement or misappropriation is caused by Manufacturer's unauthorized use or unauthorized modification of any Customer Property, Customer- Owned Improvements and Developments, Buy-Sell Materials or Customer-Supplied Materials. omitted 10.4 Limitations on Liability. (a) Except in the event of (i) Third Party Claims subject to a Party's indemnification obligations pursuant to Section 10.1, (ii) Third Party Claims subject to a Party's indemnification obligations pursuant to Section 10.2, (iii) the gross negligence, fraud or willful misconduct of a Party or its Personnel, (iv) a Party's willful breach of this Agreement, (v) a breach of Section 13 or (vi) customer liabilities pursuant to, and subject to the limitations set forth in, Section 2.5(e), neither Party's aggregate liability to the other Party (or its Personnel that are indemnitees under Section 10.1 or Section 10.2, as applicable) under this Agreement for the initial twelve (12) month period immediately following the Effective Date, and for any twelve (12) month period thereafter during the Term, shall exceed, on a cumulative basis, the amount that is one and one half (112) times the aggregate amounts paid or payable pursuant to this Agreement in the preceding twelve (12) month period preceding the loss date by Customer to Manufacturer but solely with respect to the supply hereunder of Product (or Products) for which such corresponding liability arose (the Affected Products) and not any other Products (or if, as of the time the liability arises, this Agreement has not been in effect for twelve (12) months, then the amounts paid or payable by Customer to Manufacturer hereunder during the period from the Effective Date until such time the liability arises, shall be annualized to a full twelve (12) months but solely with respect to the supply hereunder of the Affected Product(s) and not any other Products). (b) NOTWITHSTANDING ANY OTHER PROVISION OF THIS AGREEMENT TO THE CONTRARY, EXCEPT FOR DAMAGES OR CLAIMS ARISING OUT OF (I) A BREACH OF SECTION 13 OF THIS AGREEMENT, (II) CUSTOMER LIABILITIES PURSUANT TO, AND SUBJECT TO THE LIMITATIONS SET FORTH IN, SECTION 2.5(E), (III) A PARTY'S OR ITS PERSONNEL'S GROSS NEGLIGENCE, FRAUD OR WILLFUL MISCONDUCT, (IV) A PARTY'S WILLFUL BREACH OF THIS AGREEMENT, OR (V) A PARTY'S INDEMNIFICATION OBLIGATION WITH RESPECT TO THIRD PARTY CLAIMS UNDER SECTION 10.1 OR SECTION 10.2, IN NO EVENT SHALL EITHER PARTY BE LIABLE TO THE OTHER PARTY OR ANY INDEMNIFIED PARTY HEREUNDER FOR ANY CONSEQUENTIAL DAMAGES, SPECIAL DAMAGES, INCIDENTAL OR INDIRECT DAMAGES, LOSS OF REVENUE OR PROFITS, DIMINUTION IN VALUE, DAMAGES BASED ON MULTIPLE OF REVENUE OR EARNINGS OR OTHER PERFORMANCE METRIC, LOSS OF BUSINESS REPUTATION, PUNITIVE AND EXEMPLARY DAMAGES OR ANY SIMILAR DAMAGES ARISING OR RESULTING FROM OR RELATING TO THIS AGREEMENT, WHETHER SUCH ACTION IS BASED ON WARRANTY, CONTRACT, TORT (INCLUDING NEGLIGENCE OR STRICT LIABILITY) OR OTHERWISE.",4.0
"ARTICLE XII INDEMNIFICATION; LIMITS ON LIABILITY 12.1 Scope of Indemnification. 12.1.1 Janssen shall indemnify and hold harmless Company, its Affiliates and its and their respective directors, officers, employees, and agents (collectively, the Company Indemnified Parties), from, against, and in respect of any and all liabilities, costs, fines, penalties, orders of any Governmental Authorities, Taxes, expenses, or amounts paid as damages or in settlement (in each case, including reasonable attorneys' and experts fees and expenses), involving an Action asserted by a Third Party (collectively, Losses), incurred or suffered by the Company Indemnified Parties or any of them and arising out of or resulting from: (a) any breach by Janssen or any of the other Janssen Indemnified Parties of any representation, warranty or covenant under this Agreement; (b) the negligence or willful misconduct of Janssen or any of the other Janssen Indemnified Parties in connection with Janssen's performance under this Agreement; (c) any claim of death or bodily injury resulting from the use of the Product sold in the Territory; or (d) any recall, withdrawal, product return or suspension of product promotion under Section 3.6, 3.7 or 8.3. except, in each case ((a), (b) (c), and (d)), to the extent caused by the negligence or willful misconduct of Company or any of the other Company Indemnified Parties or the breach by Company of any of its representations, warranties or covenants set forth herein. 12.1.2 Company shall indemnify and hold harmless Janssen, its Affiliates, and its and their respective directors, officers, employees, and agents (collectively, the Janssen Indemnified Parties), from, against and in respect of any and all Losses incurred or suffered by the Janssen Indemnified Parties or any of them and arising out of or resulting from: (a) any breach by Company or any of the other Company Indemnified Parties of any representation, warranty or covenant under this Agreement; or (b) the negligence or willful misconduct of Company or any of the other Company Indemnified Parties in connection with Company's performance under this Agreement; except in each case ((a) and (b)), to the extent caused by the negligence or willful misconduct of Janssen or any of the other Janssen Indemnified Parties or the breach by Janssen of any of its representations, warranties or covenants set forth herein. 12.3 Limitations on Liability. SUBJECT TO AND WITHOUT LIMITING THE INDEMNIFICATION OBLIGATIONS OF EACH PARTY WITH RESPECT TO THIRD PARTY ACTIONS UNDER SECTIONS 12.1 AND 12.2, AND EXCEPT WITH RESPECT TO LIABILITY ARISING FROM BREACH OF SECTION 9.1 (Confidentiality) BY A PARTY, NO PARTY OR ANY OF ITS AFFILIATES WILL BE LIABLE TO THE OTHER PARTY OR ITS AFFILIATES UNDER ANY CONTRACT, WARRANTY, NEGLIGENCE, TORT, STRICT LIABILITY OR OTHER LEGAL OR EQUITABLE THEORY FOR ANY SPECIAL, INDIRECT, INCIDENTAL, PUNITIVE, MULTIPLIED OR CONSEQUENTIAL DAMAGES, OR OTHER DAMAGES FOR LOSS OF PROFIT, SALES OR FEES, ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT OR ITS SUBJECT MATTER. FURTHER, SUBJECT TO AND WITHOUT LIMITING THE INDEMNIFICATION OBLIGATIONS OF EACH PARTY WITH RESPECT TO THIRD PARTY ACTIONS UNDER SECTIONS 12.1 AND 12.2, AND EXCEPT WITH RESPECT TO LIABILITY ARISING FROM BREACH OF SECTION 9.1 BY A PARTY OR ARISING FROM THE GROSS NEGLIGENCE OR WILLFUL MISCONDUCT OF A PARTY, EACH PARTY'S AGGREGATE LIABILITY TO THE OTHER PARTY FOR ALL CASES AND CONTROVERSIES ARISING OUT OF THE SUBJECT MATTER OF THIS AGREEMENT, REGARDLESS OF THE CAUSE OF ACTION AND WHETHER BROUGHT IN CONTRACT, TORT (INCLUDING NEGLIGENCE), STRICT LIABILITY OR OTHERWISE, WILL BE LIMITED TO $. THE AMOUNT OF SERVICE FEES AND MILESTONE PAYMENTS PAID OR DUE TO COMPANY UNDER THIS AGREEMENT WILL NOT BE INCLUDED IN THE CALCULATION OF SUCH AGGREGATE LIABILITY AMOUNT.",3.7
"11.1 ISO's Indemnification. ISO shall indemnify, defend, protect, and hold SERVICERS, their Affiliates, and their respective officers, directors, employees, attorneys, and permitted assigns, harmless from and against any Losses and credit/fraud losses arising directly from: (a) Any failure by ISO to comply with any Material term or condition of this Agreement applicable to ISO, or the failure of any warranty or representations made by ISO in this Agreement to be true and correct; (b) Any claim for which ISO has otherwise agreed herein to pay or indemnify SERVICERS; (c) Credit or fraud losses, regardless of whether SERVICERS performed any underwriting, credit review, periodic review or fraud monitoring reviews on their own behalf; (d) Any negligence, misrepresentation or willful misconduct on the part of ISO or any of its employees, agents, Other MSP's or IC's related to this Agreement; and (e) Any claim by any third party related to this Agreement of a Merchant in the Merchant Portfolio that ISO's Intellectual Property violates or infringes any proprietary right of such third party, without any limitation of liability whatsoever. 11.2 SERVICERS' Indemnification. SERVICERS, jointly and severally, shall indemnify, defend, protect, and hold ISO, its Affiliates and their respective officers, directors, employees, attorneys, permitted assigns, Other MSP's and IC's harmless from and against any Losses and credit/fraud losses arising directly from: (a) Any failure by SERVICERS to comply with any Material term or condition of this Agreement applicable to SERVICERS, or the failure of any warranty or representations made by SERVICERS in this Agreement to be true and correct; (b) Any claim for which SERVICERS have otherwise agreed herein to pay or indemnify ISO; (c) Any Losses caused by SERVICERS' breach of a Merchant Processing Agreement; (d) Any negligence, misrepresentation or willful misconduct on the part of SERVICERS or any of their employees or agents related to this Agreement; and (e) Any claim by any third party related to this Agreement of a Merchant in the Merchant Portfolio that SERVICERS' Intellectual Property violates or infringes any proprietary right of such third party, without any limitation of liability whatsoever. Section 11.3 - Exclusion of Warranties, Limitations of Liability (a) Except as expressly provided in this Agreement, SERVICERS specifically disclaim all warranties of any kind, express or implied, including any warranties regarding merchantability, fitness for a particular purpose, non-infringement or otherwise (regardless of any course of dealing, custom or usage of trade), arising out of or related to this Agreement, which are hereby excluded by agreement of the parties. The parties agree that this Agreement is a service agreement and is not subject to the provisions of the Uniform Commercial Code. (b) Notwithstanding anything in this Agreement to the contrary, in no event shall any party hereto, their respective Affiliates or any of their respective directors, officers, employees, agents or subcontractors, be liable under any theory of tort, contract, strict liability or other legal theory for lost profits, lost revenues, lost business opportunities, exemplary, punitive, special, incidental, indirect or consequential damages, each of which is hereby excluded by agreement of the parties, regardless of whether the damages were foreseeable or whether any party or any entity has been advised of the possibility of the damages. (c) Notwithstanding anything in this Agreement to the contrary, the cumulative liability of each of SERVICERS and ISO for all Losses, claims, suits, controversies, breaches or damages arising out of or related to this Agreement regardless of the form of action or legal theory relating to events in any one Processing Year shall not exceed   times the amount of clearing/sponsorship fees paid to SERVICERS by ISO pursuant to this Agreement during the immediately preceding   full months; provided, however, that this limitation shall not apply to either party's obligation to indemnify the other for credit/fraud losses or Losses arising from or related to the indemnifying party's (or its agents, representatives, Merchants, Other MSP's or IC's) failure to comply with Rules.",4.3
"15. LIMITATIONS OF LIABILITY MORPHO agrees that XIMAGE's total liability to MORPHO for any damages suffered in connection with, or arising out of, this Agreement or MORPHO's use of any documentation, product or service provided (or to be provided) hereunder, regardless of whether any such liability is based upon contract, tort or other basis, shall be limited to an amount not to exceed the basic Monthly Maintenance Charges, for a sixty (60) day term under this Agreement. IN NO EVENT SHALL, XIMAGE BE LIABLE TO MORPHO FOR ANY INCIDENTAL, CONSEQUENTIAL, SPECIAL OR INDIRECT DAMAGES (INCLUDING WITHOUT LIMITATION, DAMAGES ARISING FROM LOSS OF BUSINESS, DATA, PROFITS OR GOODWILL) INCURRED OR SUFFERED BY MORPHO IN CONNECTION WITH, OR ARISING OUT OF, THIS AGREEMENT OR MORPHO'S USE OF ANY DOCUMENTATION OR SOFTWARE OR SERVICES PROVIDED, OR TO BE PROVIDED, HEREUNDER, EVEN IF XIMAGE HAS BEEN APPRISED OF THE LIKELIHOOD OF THE SAME. NO ACTION, REGARDLESS OF FORM, RELATED TO TRANSACTIONS OCCURRING UNDER, OR CONTEMPLATED BY, THIS AGREEMENT MAY BE BROUGHT BY EITHER PARTY MORE THAN ONE (1) YEAR AFTER THE CAUSE OF ACTION HAS ACCRUED.",4.7
"18.4 No Other Liability. IN NO EVENT SHALL EITHER PARTY BE LIABLE TO THE OTHER FOR ANY INCIDENTAL, CONSEQUENTIAL, SPECIAL OR PUNITIVE DAMAGES OF ANY KIND OR NATURE ARISING OUT OF THIS AGREEMENT OR THE SALE OF PRODUCTS, WHETHER SUCH LIABILITY IS ASSERTED ON THE BASIS OF CONTRACT, TORT (INCLUDING THE POSSIBILITY OF NEGLIGENCE OR STRICT LIABILITY), OR OTHERWISE, EVEN IF THE PARTY HAS BEEN WARNED OF THE POSSIBILITY OF ANY SUCH LOSS OR DAMAGE. AND EVEN IF ANY OF THE LIMITED REMEDIES IN THIS AGREEMENT FAIL OF THEIR ESSENTIAL PURPOSE. IN ADDITION, NOTWITHSTANDING ANYTHING TO THE CONTRARY HEREIN OR OTHERWISE, THE PARTIES ACKNOWLEDGE THAT AS AN ELECTRONIC MANUFACTURING SERVICES PROVIDER WORKING ON A COST PLUS BASIS SUPPLIER MUST LIMIT ITS LIABILITY IN CONNECTION HEREWITH AND THEREFORE, CONTRACTOR'S LIABILITY IS FURTHER LIMITED IN ANY EVENT, UNDER ANY LAW, RULE OR REGULATION, TO ANY AMOUNT IT ACTUALLY RECEIVED IN CONSIDERATION OF THE MANUFACTURING SUBJECT MATTER OF THE RESPECTIVE CLAIM OR DEMAND BY CUSTOMER OR ANY THIRD PARTY.",3.0
"3.d) In no event shall Kallo be liable for indirect, consequential, or incidental damages (including damages for loss of business profits, business interruption, loss of business information, and the like) arising out of the relationship between Kallo and Agent even if it has been advised of the possibility of such damages. 3.e) Kallo's cumulative liability under this agreement, including any cause of action in contract, tort, or strict liability, shall be limited to the license fees paid by agent during the 12 months prior to such event. Kallo's limitation of liability is cumulative with all Kallo's expenditures to address liability being aggregated to determine satisfaction of the limit. Agent releases Kallo from all obligations, liabilities, claims or demands in excess of the limitation. The parties acknowledge that other parts of this agreement rely upon the inclusion of this section and the resulting allocation of risks.",4.3
"11. LIMITATION OF LIABILITY. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL OR CONSEQUENTIAL DAMAGES, OR DAMAGES FOR LOSS OF PROFITS, REVENUE, DATA OR USE, INCURRED BY THE OTHER PARTY OR ANY THIRD PARTY, WHETHER IN AN ACTION IN CONTRACT OR TORT, EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES. IN NO EVENT SHALL E.PIPHANY'S LIABILITY HEREUNDER EXCEED THE SUM TOTAL OF PAYMENTS MADE BY HSNS UNDER THE INITIAL TERM OF THIS AGREEMENT. THE PROVISIONS OF THIS AGREEMENT ALLOCATE THE RISKS BETWEEN E.PIPHANY AND HSNS AND E.PIPHANY'S PRICING REFLECTS THIS ALLOCATION TO WHICH THE PARTIES HAVE AGREED. THIS LIMITATION OF LIABILITY APPLIES NOTWITHSTANDING ANY FAILURE OF THE ESSENTIAL PURPOSE OF THE EXCLUSIVE REMEDIES.",2.0
"10.2 IN NO EVENT WILL EITHER PARTY BE LIABLE FOR ANY CONSEQUENTIAL, INDIRECT, EXEMPLARY, SPECIAL, OR INCIDENTAL DAMAGES ARISING FROM OR RELATING TO THIS AGREEMENT. NEITHER PARTIES' TOTAL CUMULATIVE LIABILITY IN CONNECTION WITH THIS AGREEMENT, WHETHER IN AGREEMENT OR TORT OR OTHERWISE, WILL NOT EXCEED THE AGGREGATE AMOUNT OF FEES AND EXPENSES OWED BY PC FINANCIAL TO MOBIMAGIC FOR SERVICES PERFORMED UNDER THIS AGREEMENT.",2.0
"G. LIMITATION OF LIABILITY. TO THE MAXIMUM EXTENT PERMISSIBLE UNDER APPLICABLE LAW, NEITHER ABG NOR AUTHENTIC BRANDS GROUP LLC NOR CELEBRITY SHALL BE LIABLE TO PAPA JOHN'S FOR ANY CONSEQUENTIAL, INCIDENTAL, PUNITIVE, EXEMPLARY, OR SPECIAL DAMAGES, REGARDLESS OF THE FORM OR ACTION, WHETHER IN CONTRACT OR IN TORT, EVEN IF ABG OR AUTHENTIC BRANDS GROUP LLC HAS BEEN ADVISED OF THE POSSIBLITY OF SUCH DAMAGES OR LOSSES. IN NO EVENT SHALL ABG'S, AUTHENTIC BRANDS GROUP LLC'S, AND CELEBRITY'S TOTAL LIABILITY UNDER THIS AGREEMENT EXCEED THE AMOUNTS ACTUALLY RECEIVED BY ABG (EXCLUSIVE OF REIUMBURSEMENT OF EXPENSES) HEREUNDER, REGARDLESS OF THE NUMBER OR TYPE OF CLAIMS.",2.0
"13.2 No Consequential Damages. Neither Customer nor MI shall be liable for, nor will the measure of any damages in any event include, any indirect, incidental, punitive, special or consequential damages or amounts for loss of income, profits or savings arising out of or relating to performance or non-performance under this Agreement. 13.3 Equitable Relief. Either party may seek equitable remedies, including specific performance and injunctive relief, for a breach of the other party's obligations under this Agreement. 13.4 Limitation of Liability. Notwithstanding any provision in this Agreement, MI's total liability under this Agreement shall not exceed payments made to MI by Customer under this Agreement during the three (3) months prior to the event. No lawsuit or other action may be brought by either party hereto, or on any claim or controversy based upon or arising in any way out of this Agreement be brought, after one (1) year from the date on which the cause of action arose; provided, however, the foregoing limitation shall not apply to the collection of any amounts due under this Agreement. 13.5 Liquidated Damages. Customer acknowledges that MI shall suffer a material adverse impact on its business if this Agreement is terminated pursuant to Sections 11.1 or 11.2(A) and that the resulting damages may not be susceptible of precise determination. Customer acknowledges that the Termination for Convenience Fee and the Termination for Cause Fee are each a reasonable approximation of such damages and shall be deemed to be liquidated damages and not a penalty.",2.0
"Section 11.2: The liability of WLI to Power2Ship for any claim whatsoever related to the Products or the Licensed Programs or this Agreement, including any cause of action in contract, tort, or strict liability, shall not exceed the total amount payable under this Agreement by Power2Ship to WLI within the most recent six-month period for the Licensed Programs (if such claim relates to the Licensed Programs), or for the WLI Products (if such claim relates to the WLI Products). Under no circumstances shall WLI be liable to Power2Ship or to any other person or entity for any incidental, special or consequential damages whether arising out of breach of warranty, breach of contract or otherwise even if WLI has been advised of the possibility of such claims or demands.",2.0
"LIMITATION OF LIABILITY EXCEPT UNDER SECTIONS 13(a) AND 13(b), IN NO EVENT WILL EITHER PARTY BE LIABLE TO THE OTHER FOR ANY SPECIAL, INCIDENTAL OR CONSEQUENTIAL DAMAGES, WHETHER BASED ON BREACH OF CONTRACT, TORT (INCLUDING NEGLIGENCE) OR OTHERWISE, WHETHER OR NOT THAT PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE. EXCEPT UNDER SECTIONS 13(a) AND 13(b), THE LIABILITY OF EITHER PARTY FOR DAMAGES OR ALLEGED DAMAGES HEREUNDER, WHETHER IN CONTRACT, TORT OR ANY OTHER LEGAL THEORY, IS LIMITED TO, AND WILL NOT EXCEED, THE AMOUNTS TO BE PAID BY CLIENT TO EXCITE HEREUNDER.",2.0
